Student_ID,Age,Age_Group,Gender,Academic_Level,Country,Relationship_Status,Vulnerable_Group,Most_Used_Platform,Platform_Type,Avg_Daily_Usage_Hours,Usage_Intensity,Usage_Duration_Category,Addicted_Score,Addiction_Level,High_Risk_Addiction,Mental_Health_Score,Mental_Health_Category,Mental_Health_Detail,Sleep_Hours_Per_Night,Sleep_Quality,Sleep_Quality_Detail,Conflicts_Over_Social_Media,Conflict_Level,Academic_Impact_Label
265,19,16-19 (Sangat Muda),Perempuan,Sarjana,Japan,Lajang,Ya (Perempuan Muda),LINE,Lainnya,3.3,Sedang,Penggunaan Rendah (≤4 jam),3,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.3,Baik,Baik (7-9h),1,Rendah,Tidak Terdampak
266,21,20-22 (Muda),Laki-laki,Pascasarjana,Italy,Berpacaran,Tidak,TikTok,Video Pendek,5.2,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.9,Cukup,Cukup (6-7h),3,Sedang,Terdampak
267,20,20-22 (Muda),Perempuan,Sarjana,South Korea,Lajang,Ya (Perempuan Muda),KakaoTalk,Lainnya,4.8,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.0,Cukup,Cukup (6-7h),3,Sedang,Terdampak
268,22,20-22 (Muda),Laki-laki,Pascasarjana,Russia,Berpacaran,Tidak,VKontakte,Lainnya,4.3,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.7,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
269,19,16-19 (Sangat Muda),Perempuan,Sarjana,USA,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,6.4,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,4,Sedang,Buruk (4-5),5.7,Kurang,Kurang (5-6h),4,Sedang,Terdampak
270,21,20-22 (Muda),Laki-laki,Pascasarjana,UK,Berpacaran,Tidak,Facebook,Sosial/Komunitas,5.2,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.4,Cukup,Cukup (6-7h),3,Sedang,Terdampak
271,20,20-22 (Muda),Perempuan,Sarjana,Australia,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,4.5,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.3,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
272,22,20-22 (Muda),Laki-laki,Pascasarjana,Germany,Berpacaran,Tidak,Facebook,Sosial/Komunitas,3.7,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),7.8,Baik,Baik (7-9h),1,Rendah,Tidak Terdampak
273,19,16-19 (Sangat Muda),Perempuan,Sarjana,Japan,Lajang,Ya (Perempuan Muda),LINE,Lainnya,3.2,Sedang,Penggunaan Rendah (≤4 jam),3,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.4,Baik,Baik (7-9h),1,Rendah,Tidak Terdampak
274,21,20-22 (Muda),Laki-laki,Pascasarjana,Italy,Lajang,Tidak,Instagram,Visual/Photo,5.4,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.7,Cukup,Cukup (6-7h),3,Sedang,Terdampak
275,20,20-22 (Muda),Perempuan,Sarjana,South Korea,Berpacaran,Ya (Perempuan Muda),KakaoTalk,Lainnya,4.7,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.1,Baik,Baik (7-9h),3,Sedang,Terdampak
276,22,20-22 (Muda),Laki-laki,Pascasarjana,Russia,Lajang,Tidak,VKontakte,Lainnya,4.2,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.8,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
277,19,16-19 (Sangat Muda),Perempuan,Sarjana,USA,Berpacaran,Ya (Perempuan Muda),TikTok,Video Pendek,6.6,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,4,Sedang,Buruk (4-5),5.5,Kurang,Kurang (5-6h),4,Sedang,Terdampak
278,21,20-22 (Muda),Laki-laki,Pascasarjana,UK,Lajang,Tidak,Instagram,Visual/Photo,5.1,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.5,Cukup,Cukup (6-7h),3,Sedang,Terdampak
279,20,20-22 (Muda),Perempuan,Sarjana,Australia,Berpacaran,Ya (Perempuan Muda),Facebook,Sosial/Komunitas,4.4,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.4,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
280,22,20-22 (Muda),Laki-laki,Pascasarjana,Germany,Lajang,Tidak,Instagram,Visual/Photo,3.6,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),7.9,Baik,Baik (7-9h),1,Rendah,Tidak Terdampak
281,19,16-19 (Sangat Muda),Perempuan,Sarjana,Japan,Lajang,Ya (Perempuan Muda),LINE,Lainnya,3.1,Sedang,Penggunaan Rendah (≤4 jam),3,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.5,Baik,Baik (7-9h),1,Rendah,Tidak Terdampak
282,21,20-22 (Muda),Laki-laki,Pascasarjana,Italy,Berpacaran,Tidak,TikTok,Video Pendek,5.3,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.8,Cukup,Cukup (6-7h),3,Sedang,Terdampak
283,20,20-22 (Muda),Perempuan,Sarjana,South Korea,Lajang,Ya (Perempuan Muda),KakaoTalk,Lainnya,4.6,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.2,Baik,Baik (7-9h),3,Sedang,Terdampak
284,22,20-22 (Muda),Laki-laki,Pascasarjana,Russia,Berpacaran,Tidak,VKontakte,Lainnya,4.1,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.9,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
285,19,16-19 (Sangat Muda),Perempuan,Sarjana,USA,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,6.7,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,4,Sedang,Buruk (4-5),5.4,Kurang,Kurang (5-6h),4,Sedang,Terdampak
286,21,20-22 (Muda),Laki-laki,Pascasarjana,UK,Berpacaran,Tidak,Facebook,Sosial/Komunitas,5.0,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.6,Cukup,Cukup (6-7h),3,Sedang,Terdampak
287,20,20-22 (Muda),Perempuan,Sarjana,Australia,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,4.3,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.5,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
288,22,20-22 (Muda),Laki-laki,Pascasarjana,Germany,Berpacaran,Tidak,Facebook,Sosial/Komunitas,3.5,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.0,Baik,Baik (7-9h),1,Rendah,Tidak Terdampak
289,19,16-19 (Sangat Muda),Perempuan,Sarjana,Japan,Lajang,Ya (Perempuan Muda),LINE,Lainnya,3.0,Sedang,Penggunaan Rendah (≤4 jam),3,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.6,Baik,Baik (7-9h),1,Rendah,Tidak Terdampak
290,21,20-22 (Muda),Laki-laki,Pascasarjana,Italy,Lajang,Tidak,Instagram,Visual/Photo,5.2,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.9,Cukup,Cukup (6-7h),3,Sedang,Terdampak
291,20,20-22 (Muda),Perempuan,Sarjana,South Korea,Berpacaran,Ya (Perempuan Muda),KakaoTalk,Lainnya,4.5,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.3,Baik,Baik (7-9h),3,Sedang,Terdampak
292,22,20-22 (Muda),Laki-laki,Pascasarjana,Russia,Lajang,Tidak,VKontakte,Lainnya,4.0,Sedang,Penggunaan Rendah (≤4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),8.0,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
293,19,16-19 (Sangat Muda),Perempuan,Sarjana,USA,Berpacaran,Ya (Perempuan Muda),TikTok,Video Pendek,6.8,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,4,Sedang,Buruk (4-5),5.3,Kurang,Kurang (5-6h),4,Sedang,Terdampak
294,21,20-22 (Muda),Laki-laki,Pascasarjana,UK,Lajang,Tidak,Instagram,Visual/Photo,4.9,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.7,Cukup,Cukup (6-7h),3,Sedang,Terdampak
295,20,20-22 (Muda),Perempuan,Sarjana,Australia,Berpacaran,Ya (Perempuan Muda),Facebook,Sosial/Komunitas,4.2,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.6,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
296,22,20-22 (Muda),Laki-laki,Pascasarjana,Germany,Lajang,Tidak,Instagram,Visual/Photo,3.4,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.1,Baik,Baik (7-9h),1,Rendah,Tidak Terdampak
297,19,16-19 (Sangat Muda),Perempuan,Sarjana,Japan,Lajang,Ya (Perempuan Muda),LINE,Lainnya,2.9,Sedang,Penggunaan Rendah (≤4 jam),3,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.7,Baik,Baik (7-9h),1,Rendah,Tidak Terdampak
298,21,20-22 (Muda),Laki-laki,Pascasarjana,Italy,Berpacaran,Tidak,TikTok,Video Pendek,5.1,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),7.0,Cukup,Cukup (6-7h),3,Sedang,Terdampak
299,20,20-22 (Muda),Perempuan,Sarjana,South Korea,Lajang,Ya (Perempuan Muda),KakaoTalk,Lainnya,4.4,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.4,Baik,Baik (7-9h),3,Sedang,Terdampak
300,22,20-22 (Muda),Laki-laki,Pascasarjana,Russia,Berpacaran,Tidak,VKontakte,Lainnya,3.9,Sedang,Penggunaan Rendah (≤4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),8.1,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
301,19,16-19 (Sangat Muda),Perempuan,Sarjana,USA,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,6.9,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,4,Sedang,Buruk (4-5),5.2,Kurang,Kurang (5-6h),4,Sedang,Terdampak
302,21,20-22 (Muda),Laki-laki,Pascasarjana,UK,Berpacaran,Tidak,Facebook,Sosial/Komunitas,4.8,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.8,Cukup,Cukup (6-7h),3,Sedang,Terdampak
303,20,20-22 (Muda),Perempuan,Sarjana,Australia,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,4.1,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.7,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
304,22,20-22 (Muda),Laki-laki,Pascasarjana,Germany,Berpacaran,Tidak,Facebook,Sosial/Komunitas,3.3,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.2,Baik,Baik (7-9h),1,Rendah,Tidak Terdampak
305,19,16-19 (Sangat Muda),Perempuan,Sarjana,Japan,Lajang,Ya (Perempuan Muda),LINE,Lainnya,2.8,Sedang,Penggunaan Rendah (≤4 jam),3,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.8,Baik,Baik (7-9h),1,Rendah,Tidak Terdampak
306,21,20-22 (Muda),Laki-laki,Pascasarjana,Italy,Lajang,Tidak,Instagram,Visual/Photo,5.0,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),7.1,Baik,Baik (7-9h),3,Sedang,Terdampak
307,20,20-22 (Muda),Perempuan,Sarjana,South Korea,Berpacaran,Ya (Perempuan Muda),KakaoTalk,Lainnya,4.3,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.5,Baik,Baik (7-9h),3,Sedang,Terdampak
308,22,20-22 (Muda),Laki-laki,Pascasarjana,Russia,Lajang,Tidak,VKontakte,Lainnya,3.8,Sedang,Penggunaan Rendah (≤4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),8.2,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
309,19,16-19 (Sangat Muda),Perempuan,Sarjana,USA,Berpacaran,Ya (Perempuan Muda),TikTok,Video Pendek,7.0,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,4,Sedang,Buruk (4-5),5.1,Kurang,Kurang (5-6h),4,Sedang,Terdampak
310,21,20-22 (Muda),Laki-laki,Pascasarjana,UK,Lajang,Tidak,Instagram,Visual/Photo,4.7,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.9,Cukup,Cukup (6-7h),3,Sedang,Terdampak
311,20,20-22 (Muda),Perempuan,Sarjana,Australia,Berpacaran,Ya (Perempuan Muda),Facebook,Sosial/Komunitas,4.0,Sedang,Penggunaan Rendah (≤4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.8,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
312,22,20-22 (Muda),Laki-laki,Pascasarjana,Germany,Lajang,Tidak,Instagram,Visual/Photo,3.2,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.3,Baik,Baik (7-9h),1,Rendah,Tidak Terdampak
313,19,16-19 (Sangat Muda),Perempuan,Sarjana,Japan,Lajang,Ya (Perempuan Muda),LINE,Lainnya,2.7,Sedang,Penggunaan Rendah (≤4 jam),3,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.9,Baik,Baik (7-9h),1,Rendah,Tidak Terdampak
314,21,20-22 (Muda),Laki-laki,Pascasarjana,Italy,Berpacaran,Tidak,TikTok,Video Pendek,4.9,Sedang,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),7.2,Baik,Baik (7-9h),3,Sedang,Terdampak
315,20,20-22 (Muda),Perempuan,Sarjana,South Korea,Lajang,Ya (Perempuan Muda),KakaoTalk,Lainnya,4.2,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.6,Baik,Baik (7-9h),3,Sedang,Terdampak
316,22,20-22 (Muda),Laki-laki,Pascasarjana,Russia,Berpacaran,Tidak,VKontakte,Lainnya,3.7,Sedang,Penggunaan Rendah (≤4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),8.3,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
317,19,16-19 (Sangat Muda),Perempuan,Sarjana,USA,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,7.1,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,4,Sedang,Buruk (4-5),5.0,Kurang,Sangat Kurang (<5h),4,Sedang,Terdampak
318,21,20-22 (Muda),Laki-laki,Pascasarjana,UK,Berpacaran,Tidak,Facebook,Sosial/Komunitas,4.6,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.0,Cukup,Cukup (6-7h),3,Sedang,Terdampak
319,20,20-22 (Muda),Perempuan,Sarjana,Australia,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,3.9,Sedang,Penggunaan Rendah (≤4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.9,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
320,22,20-22 (Muda),Laki-laki,Pascasarjana,Germany,Berpacaran,Tidak,Facebook,Sosial/Komunitas,3.1,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.4,Baik,Baik (7-9h),1,Rendah,Tidak Terdampak
321,19,16-19 (Sangat Muda),Perempuan,Sarjana,Spain,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,5.2,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.8,Cukup,Cukup (6-7h),3,Sedang,Terdampak
322,21,20-22 (Muda),Laki-laki,Pascasarjana,Denmark,Berpacaran,Tidak,Facebook,Sosial/Komunitas,4.1,Sedang,Penggunaan Tinggi (>4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),7.8,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
323,20,20-22 (Muda),Perempuan,Sarjana,Ireland,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,5.0,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),7.0,Cukup,Cukup (6-7h),3,Sedang,Terdampak
324,22,20-22 (Muda),Laki-laki,Pascasarjana,India,Berpacaran,Tidak,WhatsApp,Lainnya,5.8,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.5,Cukup,Cukup (6-7h),4,Sedang,Terdampak
325,19,16-19 (Sangat Muda),Perempuan,Sarjana,Switzerland,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,4.0,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),7.9,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
326,21,20-22 (Muda),Laki-laki,Pascasarjana,Turkey,Lajang,Tidak,Instagram,Visual/Photo,5.5,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.7,Cukup,Cukup (6-7h),3,Sedang,Terdampak
327,20,20-22 (Muda),Perempuan,Sarjana,USA,Berpacaran,Ya (Perempuan Muda),TikTok,Video Pendek,6.8,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,5,Sedang,Buruk (4-5),5.5,Kurang,Kurang (5-6h),4,Sedang,Terdampak
328,22,20-22 (Muda),Laki-laki,Pascasarjana,Mexico,Lajang,Tidak,WhatsApp,Lainnya,5.6,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.6,Cukup,Cukup (6-7h),3,Sedang,Terdampak
329,19,16-19 (Sangat Muda),Perempuan,Sarjana,France,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,4.5,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.5,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
330,21,20-22 (Muda),Laki-laki,Pascasarjana,Canada,Lajang,Tidak,Instagram,Visual/Photo,5.3,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.9,Cukup,Cukup (6-7h),3,Sedang,Terdampak
331,20,20-22 (Muda),Perempuan,Sarjana,Spain,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,5.1,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.7,Cukup,Cukup (6-7h),3,Sedang,Terdampak
332,22,20-22 (Muda),Laki-laki,Pascasarjana,Denmark,Berpacaran,Tidak,Facebook,Sosial/Komunitas,3.9,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),7.9,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
333,19,16-19 (Sangat Muda),Perempuan,Sarjana,Ireland,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,4.8,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),7.1,Baik,Baik (7-9h),3,Sedang,Terdampak
334,21,20-22 (Muda),Laki-laki,Pascasarjana,India,Berpacaran,Tidak,WhatsApp,Lainnya,5.9,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.4,Cukup,Cukup (6-7h),4,Sedang,Terdampak
335,20,20-22 (Muda),Perempuan,Sarjana,Switzerland,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,3.8,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.0,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
336,22,20-22 (Muda),Laki-laki,Pascasarjana,Turkey,Lajang,Tidak,TikTok,Video Pendek,5.4,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.8,Cukup,Cukup (6-7h),3,Sedang,Terdampak
337,19,16-19 (Sangat Muda),Perempuan,Sarjana,USA,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,6.9,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,5,Sedang,Buruk (4-5),5.4,Kurang,Kurang (5-6h),4,Sedang,Terdampak
338,21,20-22 (Muda),Laki-laki,Pascasarjana,Mexico,Lajang,Tidak,WhatsApp,Lainnya,5.7,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.5,Cukup,Cukup (6-7h),3,Sedang,Terdampak
339,20,20-22 (Muda),Perempuan,Sarjana,France,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,4.4,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.6,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
340,22,20-22 (Muda),Laki-laki,Pascasarjana,Canada,Lajang,Tidak,TikTok,Video Pendek,5.2,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.0,Cukup,Cukup (6-7h),3,Sedang,Terdampak
341,19,16-19 (Sangat Muda),Perempuan,Sarjana,Spain,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,5.0,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.9,Cukup,Cukup (6-7h),3,Sedang,Terdampak
342,21,20-22 (Muda),Laki-laki,Pascasarjana,Denmark,Berpacaran,Tidak,Facebook,Sosial/Komunitas,3.8,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.0,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
343,20,20-22 (Muda),Perempuan,Sarjana,Ireland,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,4.7,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),7.2,Baik,Baik (7-9h),3,Sedang,Terdampak
344,22,20-22 (Muda),Laki-laki,Pascasarjana,India,Berpacaran,Tidak,WhatsApp,Lainnya,6.0,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.3,Cukup,Cukup (6-7h),4,Sedang,Terdampak
345,19,16-19 (Sangat Muda),Perempuan,Sarjana,Switzerland,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,3.7,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.1,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
346,21,20-22 (Muda),Laki-laki,Pascasarjana,Turkey,Lajang,Tidak,Instagram,Visual/Photo,5.3,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.9,Cukup,Cukup (6-7h),3,Sedang,Terdampak
347,20,20-22 (Muda),Perempuan,Sarjana,USA,Berpacaran,Ya (Perempuan Muda),TikTok,Video Pendek,7.0,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,5,Sedang,Buruk (4-5),5.3,Kurang,Kurang (5-6h),4,Sedang,Terdampak
348,22,20-22 (Muda),Laki-laki,Pascasarjana,Mexico,Lajang,Tidak,WhatsApp,Lainnya,5.8,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.4,Cukup,Cukup (6-7h),3,Sedang,Terdampak
349,19,16-19 (Sangat Muda),Perempuan,Sarjana,France,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,4.3,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.7,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
350,21,20-22 (Muda),Laki-laki,Pascasarjana,Canada,Lajang,Tidak,Instagram,Visual/Photo,5.1,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.1,Baik,Baik (7-9h),3,Sedang,Terdampak
351,20,20-22 (Muda),Perempuan,Sarjana,Spain,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,4.9,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.0,Cukup,Cukup (6-7h),3,Sedang,Terdampak
352,22,20-22 (Muda),Laki-laki,Pascasarjana,Denmark,Berpacaran,Tidak,Facebook,Sosial/Komunitas,3.7,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.1,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
353,19,16-19 (Sangat Muda),Perempuan,Sarjana,Ireland,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,4.6,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),7.3,Baik,Baik (7-9h),3,Sedang,Terdampak
354,21,20-22 (Muda),Laki-laki,Pascasarjana,India,Berpacaran,Tidak,WhatsApp,Lainnya,6.1,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.2,Cukup,Cukup (6-7h),4,Sedang,Terdampak
355,20,20-22 (Muda),Perempuan,Sarjana,Switzerland,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,3.6,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.2,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
